,Url,Autovit Id,Pret (EUR),Oferit de,Categorie,Marca,Model,Anul,Km,Combustibil,Putere (CP),Capacitate cilindrica (cm3),Cutie de viteze,Tip Caroserie,Numar de portiere,Culoare,Fara accident in istoric,Carte de service,Tractiune,Filtru de particule,Inmatriculat,Primul proprietar,Consum (l/100km)
6667,https://www.autovit.ro/anunt/peugeot-508-hybrid-2-0-hdi-163cp-37cp-electric-ID7H6UJJ.html,7049960339,8999.0,Firma,Autoturisme,Peugeot,508,2013,226000,Hibrid,163.0,1997.0,Automata,Sedan,4,Albastru,Da,Da,4x4,Nu,Nu,Da,6.7
6668,https://www.autovit.ro/anunt/volvo-v60-d3-geartronic-ID7H0zAB.html,7048449081,10299.0,Proprietar,Autoturisme,Volvo,V60,2015,203000,Diesel,136.0,1984.0,Automata,Combi,5,Albastru,Nu,Da,Nu e mentionat,Da,Da,Nu,6.033333333333334
6669,https://www.autovit.ro/anunt/bmw-seria-3-320d-dpf-touring-aut-ID7H75jo.html,7050000990,7500.0,Proprietar,Autoturisme,BMW,Seria 3,2009,231000,Diesel,177.0,1995.0,Automata,Sedan,5,Negru,Da,Nu,Nu e mentionat,Da,Nu,Nu,7.5
6670,https://www.autovit.ro/anunt/mercedes-benz-glc-250-d-4matic-ID7H2lQ9.html,7048872885,32979.0,Firma,Autoturisme,Mercedes-Benz,GLC,2016,180000,Diesel,204.0,2143.0,Automata,SUV,5,Negru,Da,Da,4x4,Da,Da,Da,6.9
6671,https://www.autovit.ro/anunt/volkswagen-transporter-t5-dsg-ID7H6PXF.html,7049941983,14999.0,Proprietar,Autoturisme,Volkswagen,Transporter,2013,225330,Diesel,140.0,1968.0,Automata,Monovolum,4,Alb,Nu,Nu,Fata,Da,Da,Nu,10.1
6672,https://www.autovit.ro/anunt/opel-astra-ID7GZsVK.html,7048185218,13240.0,Firma,Autoturisme,Opel,Astra,2018,108965,Diesel,110.0,1560.0,Manuala,Combi,5,Gri,Da,Da,Fata,Nu,Da,Nu,6.853900792716427
6673,https://www.autovit.ro/anunt/mazda-3-skyactiv-d-150-ID7H4Js5.html,7049440305,8990.0,Firma,Autoturisme,Mazda,3,2014,244000,Diesel,150.0,2191.0,Manuala,Compacta,5,Albastru,Da,Da,Fata,Da,Nu,Da,4.9
6674,https://www.autovit.ro/anunt/renault-kadjar-ID7H3lQW.html,7049111261,18990.0,Firma,Autoturisme,Renault,Kadjar,2017,86433,Diesel,81.0,1461.0,Automata,SUV,5,Gri,Da,Da,Fata,Nu,Da,Nu,6.853900792716427
6675,https://www.autovit.ro/anunt/opel-astra-1-4-ecoflex-ID7H6olE.html,7049835838,6590.0,Firma,Autoturisme,Opel,Astra,2012,155000,Benzina,100.0,1398.0,Manuala,Combi,5,Alb,Da,Da,Fata,Nu,Nu,Nu,7.1
6676,https://www.autovit.ro/anunt/renault-scenic-1-5dci-ID7H6m1p.html,7049826895,4990.0,Firma,Autoturisme,Renault,Scenic,2011,237000,Diesel,105.0,1461.0,Manuala,Monovolum,5,Negru,Da,Nu,Fata,Nu,Nu,Da,6.3
6677,https://www.autovit.ro/anunt/audi-a4-allroad-ID7H2176.html,7048793212,30149.0,Firma,Autoturisme,Audi,A4 Allroad,2017,78449,Diesel,190.0,1968.0,Automata,Combi,5,Negru,Da,Da,4x4,Nu,Da,Nu,6.853900792716427
6678,https://www.autovit.ro/anunt/renault-megane-ii-1-9-dci-ID7H0WyG.html,7048533530,2650.0,Firma,Autoturisme,Renault,Megane,2007,256852,Diesel,120.0,1870.0,Manuala,Monovolum,5,Gri,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,7.1
6679,https://www.autovit.ro/anunt/ford-focus-1-0-ecoboost-ID7H217c.html,7048793218,16740.0,Firma,Autoturisme,Ford,Focus,2019,97990,Benzina,100.0,999.0,Manuala,Compacta,5,Albastru,Da,Da,Fata,Nu,Da,Nu,5.9
6680,https://www.autovit.ro/anunt/opel-corsa-1-2-ID7GZw8N.html,7048193653,5990.0,Firma,Autoturisme,Opel,Corsa,2011,106000,Benzina,86.0,1229.0,Automata,Masina de oras,5,Argint,Da,Da,Fata,Nu,Nu,Da,5.0
6681,https://www.autovit.ro/anunt/renault-clio-ID7H51rx.html,7049509463,9550.0,Firma,Autoturisme,Renault,Clio,2018,65667,Benzina,90.0,898.0,Manuala,Masina de oras,5,Alb,Nu,Da,Fata,Nu,Da,Da,6.853900792716427
6682,https://www.autovit.ro/anunt/skoda-superb-combi-2-0-tdi-dsg-ID7H5ThF.html,7049716427,21950.0,Proprietar,Autoturisme,Skoda,Superb,2019,229000,Diesel,150.0,1968.0,Automata,Combi,5,Gri,Da,Da,Fata,Da,Da,Nu,4.3
6683,https://www.autovit.ro/anunt/audi-a4-allroad-ID7H75k7.html,7050001035,9800.0,Firma,Autoturisme,Audi,A4 Allroad,2010,240000,Diesel,170.0,1968.0,Manuala,Combi,5,Gri,Nu,Nu,4x4,Nu,Nu,Nu,6.853900792716427
6684,https://www.autovit.ro/anunt/volkswagen-amarok-2-0-bitdi-4motion-bmt-autm-ID7H75jX.html,7050001025,13950.0,Proprietar,Autoturisme,Volkswagen,Amarok,2013,231523,Diesel,180.0,1968.0,Automata,SUV,4,Alb,Nu,Nu,4x4,Nu,Nu,Nu,8.8
6685,https://www.autovit.ro/anunt/volkswagen-golf-standard-ID7H75jO.html,7050001016,5200.0,Proprietar,Autoturisme,Volkswagen,Golf,1990,150365,Benzina,75.0,1598.0,Manuala,Compacta,5,Gri,Da,Nu,Fata,Nu,Da,Nu,6.853900792716427
6686,https://www.autovit.ro/anunt/ford-focus-ID7H74wE.html,7049997906,9350.0,Proprietar,Autoturisme,Ford,Focus,2017,104850,Diesel,120.0,1498.0,Manuala,Sedan,5,Albastru,Da,Da,Nu e mentionat,Nu,Da,Da,6.853900792716427
6687,https://www.autovit.ro/anunt/mercedes-benz-e-220-d-4matic-t-9g-tronic-ID7GGFVr.html,7043706939,36890.0,Firma,Autoturisme,Mercedes-Benz,E,2018,70000,Diesel,194.0,1950.0,Automata,Sedan,5,Negru,Da,Da,4x4,Nu,Nu,Da,5.9
6688,https://www.autovit.ro/anunt/mercedes-benz-e-200-4matic-t-9g-tronic-ID7GGFVN.html,7043706961,49920.0,Firma,Autoturisme,Mercedes-Benz,E,2020,25300,Benzina,197.0,1991.0,Automata,Sedan,5,Gri,Da,Da,4x4,Da,Da,Da,8.9
6689,https://www.autovit.ro/anunt/mercedes-benz-e-220-d-t-9g-tronic-ID7GGFVA.html,7043706948,37824.0,Firma,Autoturisme,Mercedes-Benz,E,2018,35900,Diesel,194.0,1950.0,Automata,Sedan,5,Negru,Da,Da,Spate,Nu,Da,Da,5.5
6690,https://www.autovit.ro/anunt/audi-q5-2-0-40-tdi-quattro-s-tronic-ID7GGFU5.html,7043706793,42882.0,Firma,Autoturisme,Audi,Q5,2019,18100,Diesel,190.0,1968.0,Automata,SUV,5,Negru,Da,Da,4x4,Da,Da,Da,6.853900792716427
6691,https://www.autovit.ro/anunt/mercedes-benz-a-ID7H5lLy.html,7049587584,19000.0,Firma,Autoturisme,Mercedes-Benz,A,2017,142396,Diesel,177.0,2143.0,Automata,Compacta,4,Alb,Da,Da,Fata,Nu,Da,Nu,6.853900792716427
6692,https://www.autovit.ro/anunt/volkswagen-passat-variant-1-4-tsi-ID7H3YRq.html,7049261208,4999.0,Firma,Autoturisme,Volkswagen,Passat,2008,183000,Benzina,122.0,1390.0,Manuala,Sedan,5,Argint,Da,Da,Fata,Nu,Nu,Da,8.6
6693,https://www.autovit.ro/anunt/peugeot-5008-ID7GI7sg.html,7044051028,31950.0,Firma,Autoturisme,Peugeot,5008,2018,36200,Diesel,177.0,1997.0,Automata,SUV,4,Negru,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6694,https://www.autovit.ro/anunt/peugeot-5008-ID7GI7s0.html,7044051012,30989.0,Firma,Autoturisme,Peugeot,5008,2019,54030,Diesel,131.0,1499.0,Automata,SUV,4,Negru,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6695,https://www.autovit.ro/anunt/mitsubishi-outlander-2-0-ID7GXxut.html,7047726029,3250.0,Firma,Autoturisme,Mitsubishi,Outlander,2004,173000,Benzina,136.0,1997.0,Manuala,SUV,5,Gri,Da,Da,Nu e mentionat,Nu,Nu,Nu,12.5
6696,https://www.autovit.ro/anunt/dacia-lodgy-1-6-mpi-85-ID7H6PZT.html,7049942121,4599.0,Proprietar,Autoturisme,Dacia,Lodgy,2012,56000,Benzina,83.0,1598.0,Manuala,Monovolum,5,Albastru,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,9.4
6697,https://www.autovit.ro/anunt/smart-fortwo-ID7GZxv1.html,7048202781,11900.0,Firma,Autoturisme,Smart,Fortwo,2017,43376,Benzina,71.0,999.0,Automata,Masina mica,5,Negru,Da,Nu,Spate,Nu,Nu,Nu,4.0
6698,https://www.autovit.ro/anunt/audi-a5-ID7Gwyc9.html,7041055553,43550.0,Firma,Autoturisme,Audi,A5,2018,76020,Diesel,286.0,2967.0,Automata,Sedan,4,Albastru,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6699,https://www.autovit.ro/anunt/audi-a6-ID7GwE5t.html,7041078203,47690.0,Firma,Autoturisme,Audi,A6,2018,32990,Diesel,286.0,2967.0,Automata,Sedan,4,Gri,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6700,https://www.autovit.ro/anunt/audi-q7-ID7GwCuh.html,7041072053,55900.0,Firma,Autoturisme,Audi,Q7,2018,57000,Diesel,272.0,2967.0,Automata,SUV,4,Gri,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6701,https://www.autovit.ro/anunt/bmw-x6-ID7GWWbE.html,7047340462,59998.0,Firma,Autoturisme,BMW,X6,2019,56000,Diesel,259.0,2993.0,Automata,SUV,4,Negru,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6702,https://www.autovit.ro/anunt/skoda-octavia-ID7GWWbM.html,7047340470,35790.0,Firma,Autoturisme,Skoda,Octavia,2020,19429,Diesel,184.0,1968.0,Automata,Combi,4,Alb,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6703,https://www.autovit.ro/anunt/volkswagen-transporter-caravelle-syncro-ID7H75jJ.html,7050001011,3599.0,Proprietar,Autoturisme,Volkswagen,Transporter,2003,422000,Diesel,102.0,2461.0,Manuala,Monovolum,4,Alb,Da,Da,Nu e mentionat,Nu,Da,Nu,13.6
6704,https://www.autovit.ro/anunt/mercedes-benz-glc-43-amg-4matic-ID7H75jP.html,7050001017,52000.0,Firma,Autoturisme,Mercedes-Benz,GLC,2019,33858,Benzina,367.0,2993.0,Automata,SUV,5,Negru,Da,Da,4x4,Nu,Da,Nu,12.2
6705,https://www.autovit.ro/anunt/ford-focus-1-5-ecoblue-ID7H75jT.html,7050001021,9350.0,Firma,Autoturisme,Ford,Focus,2018,143945,Diesel,95.0,1499.0,Manuala,Compacta,5,Alb,Nu,Da,Fata,Nu,Da,Da,4.4
6706,https://www.autovit.ro/anunt/audi-a5-sportback-3-0-tdi-quattro-ID7H6zgV.html,7049877830,29450.0,Firma,Autoturisme,Audi,A5,2018,130000,Diesel,285.0,2967.0,Automata,Sedan,5,Gri,Da,Da,4x4,Da,Nu,Da,6.3
6707,https://www.autovit.ro/anunt/nissan-qashqai-2-0-dci-dpf-ID7H75jF.html,7050001007,7999.0,Proprietar,Autoturisme,Nissan,Qashqai,2012,214698,Diesel,150.0,1995.0,Manuala,SUV,5,Maro,Da,Da,Fata,Da,Nu,Nu,7.5
6708,https://www.autovit.ro/anunt/volkswagen-passat-variant-1-6-tdi-dpf-bluemotion-technology-ID7H75jM.html,7050001014,5599.0,Firma,Autoturisme,Volkswagen,Passat,2011,225000,Diesel,105.0,1598.0,Manuala,Combi,5,Gri,Da,Da,Fata,Da,Nu,Nu,5.5
6709,https://www.autovit.ro/anunt/mercedes-benz-cls-350-d-4matic-9g-tronic-ID7H5DeW.html,7049654753,33800.0,Proprietar,Autoturisme,Mercedes-Benz,CLS,2016,142000,Diesel,258.0,2987.0,Automata,Sedan,4,Negru,Nu,Nu,Nu e mentionat,Da,Nu,Nu,7.2
6710,https://www.autovit.ro/anunt/kia-optima-ID7H3fzt.html,7049087115,20200.0,Firma,Autoturisme,Kia,Optima,2019,140813,Diesel,136.0,1598.0,Automata,Sedan,4,Alb,Da,Da,Fata,Nu,Da,Nu,6.853900792716427
6711,https://www.autovit.ro/anunt/opel-astra-ID7H6af6.html,7049781616,5950.0,Firma,Autoturisme,Opel,Astra,2013,191000,Diesel,110.0,1686.0,Manuala,Combi,5,Gri,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6712,https://www.autovit.ro/anunt/volkswagen-golf-1-9-tdi-ID7H2yFH.html,7048922209,4300.0,Firma,Autoturisme,Volkswagen,Golf,2009,233000,Diesel,105.0,1896.0,Manuala,Masina de oras,5,Albastru,Nu,Da,Fata,Nu,Nu,Da,6.25
6713,https://www.autovit.ro/anunt/peugeot-5008-ID7GI7sd.html,7044051025,33980.0,Firma,Autoturisme,Peugeot,5008,2019,54500,Diesel,177.0,1997.0,Automata,SUV,4,Alb,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6714,https://www.autovit.ro/anunt/peugeot-5008-ID7GI7rW.html,7044051007,27999.0,Firma,Autoturisme,Peugeot,5008,2018,72779,Diesel,180.0,1997.0,Automata,SUV,4,Gri,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6715,https://www.autovit.ro/anunt/peugeot-5008-ID7GI7s3.html,7044051015,26979.0,Firma,Autoturisme,Peugeot,5008,2019,77189,Diesel,131.0,1499.0,Automata,SUV,4,Alb,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6716,https://www.autovit.ro/anunt/peugeot-5008-ID7GI7s9.html,7044051021,26990.0,Firma,Autoturisme,Peugeot,5008,2018,84040,Benzina,181.0,1598.0,Automata,SUV,4,Alb,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6717,https://www.autovit.ro/anunt/opel-zafira-tourer-2-0-cdti-automatik-ID7H6Yns.html,7049974334,7190.0,Proprietar,Autoturisme,Opel,Zafira,2012,197000,Diesel,165.0,1956.0,Automata,Monovolum,5,Gri,Da,Da,Fata,Da,Da,Da,7.6
6718,https://www.autovit.ro/anunt/audi-a5-ID7GzQAZ.html,7042079597,39949.0,Firma,Autoturisme,Audi,A5,2019,64809,Diesel,232.0,2967.0,Automata,Sedan,4,Alb,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6719,https://www.autovit.ro/anunt/bmw-seria-3-ID7GxUn9.html,7041617459,41440.0,Firma,Autoturisme,BMW,Seria 3,2019,84574,Diesel,266.0,2993.0,Automata,Sedan,4,Albastru,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6720,https://www.autovit.ro/anunt/audi-a5-ID7GwyH7.html,7041057473,39899.0,Firma,Autoturisme,Audi,A5,2019,87000,Diesel,232.0,2967.0,Automata,Sedan,4,Alb,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6721,https://www.autovit.ro/anunt/audi-a8-ID7GwD8a.html,7041074526,66798.0,Firma,Autoturisme,Audi,A8,2018,78000,Diesel,286.0,2967.0,Automata,Sedan,4,Negru,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6722,https://www.autovit.ro/anunt/audi-a6-ID7GwXR9.html,7041154195,50949.0,Firma,Autoturisme,Audi,A6,2019,65735,Diesel,286.0,2967.0,Automata,Sedan,4,Gri,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6723,https://www.autovit.ro/anunt/audi-a6-ID7GwDg2.html,7041075014,39899.0,Firma,Autoturisme,Audi,A6,2019,69763,Diesel,204.0,1968.0,Automata,Sedan,4,Negru,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
6724,https://www.autovit.ro/anunt/jeep-cherokee-ID7H75k9.html,7050001037,8400.0,Proprietar,Autoturisme,Jeep,Cherokee,2009,182000,Diesel,177.0,2777.0,Automata,SUV,5,Negru,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,6.853900792716427
6725,https://www.autovit.ro/anunt/ford-focus-ID7H6Dxg.html,7049894218,5500.0,Firma,Autoturisme,Ford,Focus,2011,149000,Benzina,105.0,1596.0,Manuala,Combi,5,Negru,Da,Da,Fata,Nu,Nu,Da,6.0
6726,https://www.autovit.ro/anunt/renault-grand-scenic-tce-130-ID7H5HLV.html,7049672176,5990.0,Proprietar,Autoturisme,Renault,Grand Scenic,2011,173000,Benzina,130.0,1397.0,Manuala,Monovolum,5,Bej,Da,Nu,Fata,Nu,Nu,Nu,9.8
6727,https://www.autovit.ro/anunt/audi-a4-1-8-tfsi-ID7H4HMk.html,7049433872,7100.0,Proprietar,Autoturisme,Audi,A4,2009,250000,Benzina,160.0,1798.0,Manuala,Sedan,4,Gri,Da,Da,Fata,Da,Da,Nu,8.633333333333333
6728,https://www.autovit.ro/anunt/audi-s5-coupe-3-0-tfsi-quattro-tiptronic-ID7H6PrQ.html,7049940010,48900.0,Firma,Autoturisme,Audi,S5,2018,55875,Benzina,354.0,2995.0,Automata,Coupe,2,Negru,Da,Da,4x4,Nu,Da,Da,10.1
6729,https://www.autovit.ro/anunt/ford-ecosport-1-5-ecoblue-ID7H75ka.html,7050001038,11850.0,Firma,Autoturisme,Ford,EcoSport,2018,147865,Diesel,100.0,1499.0,Manuala,SUV,5,Albastru,Nu,Da,Fata,Nu,Da,Da,4.6
6730,https://www.autovit.ro/anunt/volkswagen-golf-plus-ID7H75k8.html,7050001036,6990.0,Proprietar,Autoturisme,Volkswagen,Golf Plus,2012,211265,Benzina,105.0,1197.0,Manuala,Compacta,5,Maro,Da,Da,Fata,Nu,Da,Da,6.853900792716427
6731,https://www.autovit.ro/anunt/volvo-v40-ID7H75kc.html,7050001040,7990.0,Firma,Autoturisme,Volvo,V40,2013,203000,Diesel,115.0,1560.0,Manuala,Compacta,5,Gri,Nu,Da,Fata,Da,Nu,Nu,6.853900792716427
6732,https://www.autovit.ro/anunt/audi-a3-sportback-2-0-tfsi-ID7H6PrH.html,7049940001,3950.0,Firma,Autoturisme,Audi,A3,2007,226000,Benzina,200.0,1984.0,Manuala,Compacta,5,Negru,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,10.9
6733,https://www.autovit.ro/anunt/porsche-panamera-4s-ID7H75k3.html,7050001031,101000.0,Proprietar,Autoturisme,Porsche,Panamera,2017,40700,Benzina,440.0,2894.0,Automata,Sedan,5,Maro,Nu,Da,Nu e mentionat,Nu,Da,Da,10.2
6734,https://www.autovit.ro/anunt/audi-q5-40-tdi-quattro-s-tronic-ID7H0PBS.html,7048510664,36990.0,Proprietar,Autoturisme,Audi,Q5,2019,132000,Diesel,190.0,1968.0,Automata,SUV,5,Gri,Da,Da,4x4,Da,Nu,Da,6.4
6735,https://www.autovit.ro/anunt/bmw-x5-xdrive30d-ID7H5NAc.html,7049694512,69980.0,Firma,Autoturisme,BMW,X5,2020,87000,Diesel,265.0,2993.0,Automata,SUV,5,Alte culori,Da,Da,4x4,Da,Da,Da,6.7
6736,https://www.autovit.ro/anunt/citron-ds4-thp-155-egs6-ID7H6Do4.html,7049893648,8750.0,Proprietar,Autoturisme,Citroën,DS4,2012,178500,Benzina,156.0,1598.0,Automata,Masina de oras,5,Gri,Da,Da,Fata,Da,Nu,Nu,7.0
6737,https://www.autovit.ro/anunt/dacia-lodgy-1-5-dci-90-cp-ID7H4CWl.html,7049415211,6499.0,Firma,Autoturisme,Dacia,Lodgy,2012,187000,Diesel,90.0,1461.0,Manuala,Monovolum,5,Alb,Da,Da,Fata,Nu,Nu,Da,4.3
6738,https://www.autovit.ro/anunt/kia-sportage-2-0-dsl-8at-hp-4x4-ID7H6z2E.html,7049876944,17990.0,Proprietar,Autoturisme,Kia,Sportage,2017,169000,Diesel,185.0,1995.0,Automata,SUV,5,Alb,Da,Da,4x4,Nu,Nu,Da,6.1
6739,https://www.autovit.ro/anunt/audi-q8-50-tdi-quattro-tiptronic-ID7H0vMD.html,7048438295,70924.0,Firma,Autoturisme,Audi,Q8,2019,71000,Diesel,286.0,2967.0,Automata,SUV,5,Gri,Da,Da,Nu e mentionat,Da,Nu,Da,8.9
6740,https://www.autovit.ro/anunt/bmw-seria-5-530d-at-ID7H6z1y.html,7049876876,28490.0,Firma,Autoturisme,BMW,Seria 5,2017,205000,Diesel,265.0,2993.0,Automata,Sedan,5,Gri,Da,Da,Spate,Da,Da,Da,5.4
6741,https://www.autovit.ro/anunt/ford-focus-1-5-ecoblue-start-stopp-system-ID7H4uqv.html,7049382548,16999.0,Firma,Autoturisme,Ford,Focus,2020,135000,Diesel,120.0,1499.0,Manuala,Compacta,5,Alb,Da,Da,Fata,Da,Nu,Da,5.9
6742,https://www.autovit.ro/anunt/bmw-seria-5-ID7GwXU1.html,7041154373,30749.0,Firma,Autoturisme,BMW,Seria 5,2018,95000,Diesel,191.0,1995.0,Automata,Combi,4,Negru,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
6743,https://www.autovit.ro/anunt/lexus-seria-rx-450h-aut-ID7H6A9N.html,7049881231,17600.0,Proprietar,Autoturisme,Lexus,Seria RX,2012,170000,Hibrid,262.0,3456.0,Automata,SUV,5,Rosu,Da,Da,4x4,Nu,Da,Nu,5.3
6744,https://www.autovit.ro/anunt/smart-forfour-ID7H75km.html,7050001050,2500.0,Proprietar,Autoturisme,Smart,Forfour,2001,125119,Benzina,70.0,1332.0,Automata,Sedan,4,Gri,Da,Nu,Nu e mentionat,Nu,Da,Nu,7.4
6745,https://www.autovit.ro/anunt/volkswagen-passat-variant-2-0-tdi-ID7H4Uf5.html,7049481783,13600.0,Proprietar,Autoturisme,Volkswagen,Passat,2019,196000,Diesel,150.0,1968.0,Manuala,Combi,5,Albastru,Da,Da,Fata,Da,Nu,Da,4.9
6746,https://www.autovit.ro/anunt/nissan-juke-1-5-dci-ID7H75ko.html,7050001052,7990.0,Proprietar,Autoturisme,Nissan,Juke,2013,187587,Diesel,110.0,1461.0,Manuala,SUV,5,Alb,Da,Da,Fata,Da,Nu,Nu,5.9
6747,https://www.autovit.ro/anunt/mercedes-benz-e-220-cdi-dpf-coupe-blueefficiency-7g-tronic-ID7H6Djc.html,7049893346,14999.0,Firma,Autoturisme,Mercedes-Benz,E,2014,167000,Diesel,170.0,2143.0,Automata,Coupe,2,Negru,Nu,Nu,Spate,Da,Da,Nu,6.4
6748,https://www.autovit.ro/anunt/volkswagen-passat-variant-2-0-tdi-dsg-bluemotion-technology-ID7H6Ynu.html,7049974336,16700.0,Proprietar,Autoturisme,Volkswagen,Passat,2017,140000,Diesel,150.0,1968.0,Automata,Combi,5,Alb,Nu,Nu,Nu e mentionat,Da,Nu,Nu,5.4
6749,https://www.autovit.ro/anunt/ford-focus-1-0-ecoboost-start-stopp-system-ID7H6Q15.html,7049942195,11950.0,Proprietar,Autoturisme,Ford,Focus,2019,143500,Benzina,100.0,998.0,Manuala,Compacta,5,Alb,Da,Da,Fata,Da,Da,Da,6.853900792716427
6750,https://www.autovit.ro/anunt/volkswagen-golf-1-6-tdi-ID7H5nHl.html,7049595011,5699.0,Firma,Autoturisme,Volkswagen,Golf,2013,210000,Diesel,105.0,1598.0,Manuala,Combi,5,Gri,Nu,Da,Fata,Da,Nu,Nu,5.1
6751,https://www.autovit.ro/anunt/bmw-seria-3-ID7H43Q6.html,7049280346,4650.0,Firma,Autoturisme,BMW,Seria 3,2008,201400,Benzina,129.0,1995.0,Manuala,Sedan,5,Negru,Da,Da,Spate,Da,Nu,Da,10.5
6752,https://www.autovit.ro/anunt/ford-kuga-2-0-tdci-2wd-ID7GYtIE.html,7047949860,11400.0,Proprietar,Autoturisme,Ford,Kuga,2014,144000,Diesel,140.0,1997.0,Manuala,SUV,5,Albastru,Nu,Nu,Fata,Da,Da,Nu,6.0
6753,https://www.autovit.ro/anunt/audi-a8-ID7GXmKG.html,7047684750,8997.0,Firma,Autoturisme,Audi,A8,2010,278400,Diesel,233.0,2967.0,Automata,Sedan,4,Negru,Da,Da,4x4,Da,Nu,Da,6.853900792716427
6754,https://www.autovit.ro/anunt/bmw-seria-5-ID7H54fG.html,7049520260,8350.0,Firma,Autoturisme,BMW,Seria 5,2008,311400,Diesel,272.0,2993.0,Automata,Sedan,5,Albastru,Da,Da,Nu e mentionat,Da,Nu,Da,11.1
6755,https://www.autovit.ro/anunt/dacia-duster-1-5-blue-dci-4wd-ID7H758i.html,7050000302,18200.0,Proprietar,Autoturisme,Dacia,Duster,2019,23000,Diesel,115.0,1461.0,Manuala,SUV,5,Rosu,Nu,Nu,4x4,Nu,Da,Nu,4.9
6756,https://www.autovit.ro/anunt/chevrolet-corvette-stingray-2lt-6-2-v8-cabrio-automatik-ID7H70T3.html,7049983981,63000.0,Proprietar,Autoturisme,Chevrolet,Corvette,2015,36871,Benzina,466.0,6162.0,Automata,Coupe,2,Verde,Nu,Nu,Spate,Nu,Nu,Nu,19.2
6757,https://www.autovit.ro/anunt/mercedes-benz-e-220-d-t-9g-tronic-ID7H6DUk.html,7049895648,37480.0,Firma,Autoturisme,Mercedes-Benz,E,2018,112729,Diesel,194.0,1950.0,Automata,Sedan,5,Negru,Da,Da,Spate,Da,Da,Da,5.8
6758,https://www.autovit.ro/anunt/volkswagen-golf-1-6-ID7H0oaw.html,7048405179,7330.0,Firma,Autoturisme,Volkswagen,Golf,2010,140000,Benzina,102.0,1595.0,Manuala,Compacta,5,Albastru,Da,Da,Fata,Nu,Nu,Da,6.0
6759,https://www.autovit.ro/anunt/mercedes-benz-gls-350-d-4matic-aut-ID7H6DUe.html,7049895642,54869.0,Firma,Autoturisme,Mercedes-Benz,GLS,2018,142144,Diesel,258.0,2987.0,Automata,SUV,5,Albastru,Da,Da,4x4,Da,Da,Da,9.1
6760,https://www.autovit.ro/anunt/dacia-logan-express-1-6-mpi-85-ID7H75k1.html,7050001029,3450.0,Proprietar,Autoturisme,Dacia,Logan,2011,49800,Benzina,84.0,1598.0,Manuala,Compacta,5,Albastru,Da,Da,Fata,Nu,Da,Da,10.5
6761,https://www.autovit.ro/anunt/volkswagen-polo-cross-1-4-tdi-ID7H75kh.html,7050001045,4000.0,Proprietar,Autoturisme,Volkswagen,Polo,2007,288100,Diesel,70.0,1422.0,Manuala,Masina de oras,5,Alte culori,Da,Da,Fata,Nu,Nu,Nu,5.9
6762,https://www.autovit.ro/anunt/dacia-lodgy-1-5-dci-90-cp-ID7H75kf.html,7050001043,9000.0,Proprietar,Autoturisme,Dacia,Lodgy,2017,127600,Diesel,90.0,1461.0,Manuala,Monovolum,5,Alb,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,4.3
6763,https://www.autovit.ro/anunt/mercedes-benz-e-220-d-4matic-9g-tronic-ID7H4GWb.html,7049430577,44018.0,Firma,Autoturisme,Mercedes-Benz,E,2017,131588,Diesel,194.0,1950.0,Automata,Sedan,4,Alb,Da,Da,4x4,Da,Nu,Da,6.1
6764,https://www.autovit.ro/anunt/mercedes-benz-glc-250-4matic-ID7H6z1I.html,7049876886,42828.0,Firma,Autoturisme,Mercedes-Benz,GLC,2019,116015,Benzina,211.0,1991.0,Automata,SUV,5,Alb,Da,Da,4x4,Da,Nu,Nu,9.4
6765,https://www.autovit.ro/anunt/abarth-124-spider-1-4-m-air-ID7GVO6x.html,7047551565,10000.0,Firma,Autoturisme,Abarth,124 Spider,2020,500000,Benzina,170.0,1368.0,Automata,Cabrio,2,Alb,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,9.1
