,Url,Autovit Id,Pret (EUR),Oferit de,Categorie,Marca,Model,Anul,Km,Combustibil,Putere (CP),Capacitate cilindrica (cm3),Cutie de viteze,Tip Caroserie,Numar de portiere,Culoare,Fara accident in istoric,Carte de service,Tractiune,Filtru de particule,Inmatriculat,Primul proprietar,Consum (l/100km)
713,https://www.autovit.ro/anunt/ford-kuga-2-0-tdci-4wd-powershift-ID7H6YDl.html,7049975319,9499.0,Firma,Autoturisme,Ford,Kuga,2011,259000,Diesel,140.0,1997.0,Automata,SUV,5,Gri,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
714,https://www.autovit.ro/anunt/bmw-x6-xdrive35d-ID7H54vV.html,7049521330,14950.0,Firma,Autoturisme,BMW,X6,2009,255000,Diesel,286.0,2993.0,Automata,SUV,5,Gri,Nu,Nu,Nu e mentionat,Da,Nu,Nu,10.5
715,https://www.autovit.ro/anunt/peugeot-308-ID7GPXGC.html,7045920102,7150.0,Firma,Autoturisme,Peugeot,308,2010,73000,Benzina,120.0,1595.0,Manuala,Cabrio,2,Alb,Da,Da,Fata,Nu,Da,Da,9.3
716,https://www.autovit.ro/anunt/nissan-murano-2-5-dci-dpf-all-mode-4x4-i-ID7GUUaz.html,7047098223,14650.0,Firma,Autoturisme,Nissan,Murano,2012,62000,Diesel,190.0,2488.0,Automata,SUV,5,Alb,Da,Da,4x4,Da,Da,Da,10.1
717,https://www.autovit.ro/anunt/toyota-hilux-4x4-double-cab-dpf-autm-ID7H6W3t.html,7049961563,35938.0,Firma,Autoturisme,Toyota,Hilux,2015,67229,Diesel,171.0,2982.0,Automata,SUV,4,Gri,Da,Da,4x4,Da,Nu,Da,10.9
718,https://www.autovit.ro/anunt/mazda-cx-5-cd175-4x4-at-ID7H5ehU.html,7049558838,21500.0,Proprietar,Autoturisme,Mazda,CX-5,2017,87500,Diesel,175.0,2191.0,Automata,SUV,5,Gri,Da,Da,4x4,Nu,Da,Da,6.7
719,https://www.autovit.ro/anunt/skoda-rapid-1-2-tsi-green-tec-ID7H4GBa.html,7049429336,8970.0,Firma,Autoturisme,Skoda,RAPID,2017,170700,Benzina,90.0,1197.0,Manuala,Compacta,5,Alb,Da,Da,Fata,Nu,Da,Da,5.9
720,https://www.autovit.ro/anunt/volkswagen-polo-1-0-blue-motion-technology-ID7H4GCp.html,7049429413,6290.0,Firma,Autoturisme,Volkswagen,Polo,2015,174500,Benzina,60.0,999.0,Manuala,Masina de oras,5,Negru,Da,Da,Fata,Nu,Da,Da,5.7
721,https://www.autovit.ro/anunt/ford-ranger-pick-up-2-0-ecoblue-213-cp-4x4-cabina-dubla-ID7H72O2.html,7049991358,51000.0,Firma,Autoturisme,Ford,Ranger,2021,9850,Diesel,213.0,1996.0,Automata,SUV,4,Negru,Da,Da,4x4,Nu,Da,Da,6.853900792716427
722,https://www.autovit.ro/anunt/volkswagen-golf-variant-1-6-tdi-ID7H4Gcp.html,7049427801,10490.0,Proprietar,Autoturisme,Volkswagen,Golf,2017,212000,Diesel,115.0,1598.0,Manuala,Combi,5,Alb,Da,Da,Fata,Nu,Nu,Da,4.6
723,https://www.autovit.ro/anunt/bmw-x1-sdrive20d-efficientdynamics-edition-ID7H569A.html,7049527570,10750.0,Proprietar,Autoturisme,BMW,X1,2012,139000,Diesel,163.0,1995.0,Manuala,SUV,5,Maro,Nu,Da,Spate,Da,Nu,Nu,5.2
724,https://www.autovit.ro/anunt/skoda-fabia-1-0-mpi-ID7H5Ajw.html,7049643505,9299.0,Firma,Autoturisme,Skoda,Fabia,2018,55518,Benzina,60.0,999.0,Manuala,Masina de oras,5,Albastru,Da,Da,Fata,Nu,Da,Da,5.7
725,https://www.autovit.ro/anunt/dacia-sandero-tce-90-ID7H72Nu.html,7049991324,5000.0,Proprietar,Autoturisme,Dacia,Sandero,2013,150000,Benzina,90.0,898.0,Manuala,Compacta,5,Albastru,Nu,Da,Nu e mentionat,Nu,Nu,Nu,6.4
726,https://www.autovit.ro/anunt/toyota-rav4-2-2-d-4cat-4wd-aut-ID7H6YDt.html,7049975327,13950.0,Firma,Autoturisme,Toyota,RAV4,2014,227363,Diesel,150.0,2231.0,Automata,SUV,5,Negru,Da,Da,4x4,Da,Da,Nu,8.4
727,https://www.autovit.ro/anunt/dacia-logan-1-2-75cp-ID7H5gGj.html,7049568039,2900.0,Proprietar,Autoturisme,Dacia,Logan,2014,279000,Benzina,75.0,1149.0,Manuala,Sedan,4,Alb,Nu,Nu,Fata,Nu,Da,Da,7.6
728,https://www.autovit.ro/anunt/volkswagen-golf-1-6-tdi-ID7GZ8Zj.html,7048108497,4300.0,Proprietar,Autoturisme,Volkswagen,Golf,2010,262000,Diesel,105.0,1598.0,Manuala,Combi,5,Gri,Da,Da,Fata,Nu,Nu,Da,5.2
729,https://www.autovit.ro/anunt/opel-insignia-2-0-bi-turbo-cdti-4x4-country-tourer-aut-ID7H6mKG.html,7049829702,10750.0,Proprietar,Autoturisme,Opel,Insignia,2015,236500,Diesel,194.0,1956.0,Automata,Sedan,5,Maro,Nu,Da,4x4,Da,Da,Nu,8.9
730,https://www.autovit.ro/anunt/volkswagen-transporter-ID7H6pnU.html,7049839822,14999.0,Firma,Autoturisme,Volkswagen,Transporter,1985,65000,Diesel,50.0,1584.0,Manuala,Monovolum,4,Albastru,Da,Nu,Spate,Nu,Nu,Nu,6.853900792716427
731,https://www.autovit.ro/anunt/opel-astra-2-0-cdti-dpf-sports-tourer-ID7H6Ags.html,7049881644,4700.0,Proprietar,Autoturisme,Opel,Astra,2011,225351,Diesel,160.0,1956.0,Manuala,Combi,5,Albastru,Da,Da,Fata,Da,Nu,Da,6.5
732,https://www.autovit.ro/anunt/renault-scenic-ID7H6O4U.html,7049934744,7990.0,Proprietar,Autoturisme,Renault,Scenic,2015,136000,Benzina,132.0,1197.0,Manuala,Monovolum,5,Negru,Da,Da,Fata,Nu,Da,Da,6.853900792716427
733,https://www.autovit.ro/anunt/land-rover-range-rover-sport-3-0-i-tdv6-ID7GXXXV.html,7047827800,17950.0,Firma,Autoturisme,Land Rover,Range Rover Sport,2012,195343,Diesel,258.0,2993.0,Automata,SUV,5,Negru,Da,Da,4x4,Da,Da,Da,8.3
734,https://www.autovit.ro/anunt/volkswagen-ID7GYOak.html,7048028456,2999.0,Firma,Autoturisme,Volkswagen,Altul,1996,304000,Diesel,78.0,2371.0,Manuala,Monovolum,5,Albastru,Da,Da,Fata,Nu,Da,Da,6.853900792716427
735,https://www.autovit.ro/anunt/ford-focus-1-6-tdci-dpf-start-stopp-system-ID7GWpbj.html,7047217433,6450.0,Firma,Autoturisme,Ford,Focus,2012,247523,Diesel,95.0,1560.0,Manuala,Compacta,5,Negru,Nu,Da,Fata,Da,Nu,Da,5.1
736,https://www.autovit.ro/anunt/mercedes-benz-c-ID7GWT3M.html,7047332286,39799.0,Firma,Autoturisme,Mercedes-Benz,C,2018,38902,Diesel,195.0,1950.0,Automata,Sedan,4,Gri,Da,Da,Fata,Nu,Nu,Da,6.853900792716427
737,https://www.autovit.ro/anunt/mercedes-benz-e-220-d-4matic-9g-tronic-ID7Gumo1.html,7040771833,39270.0,Firma,Autoturisme,Mercedes-Benz,E,2017,61945,Diesel,194.0,1950.0,Automata,Sedan,4,Maro,Da,Nu,4x4,Da,Da,Da,5.1000000000000005
738,https://www.autovit.ro/anunt/mercedes-benz-a-220-4matic-7g-dct-ID7GWr84.html,7047224920,41650.0,Firma,Autoturisme,Mercedes-Benz,A,2020,26405,Benzina,190.0,1991.0,Automata,Compacta,5,Negru,Da,Da,4x4,Nu,Nu,Nu,8.7
739,https://www.autovit.ro/anunt/mercedes-benz-glc-300-de-4matic-ID7GS77i.html,7046433008,68306.0,Firma,Autoturisme,Mercedes-Benz,GLC,2020,32170,Hibrid,194.0,1950.0,Automata,SUV,5,Gri,Da,Da,4x4,Nu,Da,Da,6.853900792716427
740,https://www.autovit.ro/anunt/mercedes-benz-e-amg-53-4matic-cabrio-ID7H14Pl.html,7048569159,102816.0,Firma,Autoturisme,Mercedes-Benz,E,2022,13457,Benzina,435.0,2999.0,Automata,Cabrio,2,Rosu,Da,Da,4x4,Da,Da,Da,11.5
741,https://www.autovit.ro/anunt/mercedes-benz-gle-coupe-400-d-4matic-ID7H6pMh.html,7049841333,92000.0,Firma,Autoturisme,Mercedes-Benz,GLE Coupe,2021,34742,Diesel,330.0,2925.0,Automata,SUV,5,Gri,Da,Da,4x4,Da,Da,Da,8.5
742,https://www.autovit.ro/anunt/seat-ibiza-ID7H5Bq5.html,7049647757,4450.0,Firma,Autoturisme,Seat,Ibiza,2010,238000,Diesel,75.0,1199.0,Manuala,Combi,5,Gri,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,6.853900792716427
743,https://www.autovit.ro/anunt/mercedes-benz-a-200-d-8g-dct-ID7GWr77.html,7047224861,40436.0,Firma,Autoturisme,Mercedes-Benz,A,2020,15251,Diesel,150.0,1950.0,Automata,Compacta,5,Gri,Nu,Da,Fata,Da,Da,Nu,5.2
744,https://www.autovit.ro/anunt/land-rover-range-rover-velar-2-0-r-dynamic-ID7GYtq9.html,7047948713,46850.0,Proprietar,Autoturisme,Land Rover,Range Rover Velar,2019,57000,Diesel,179.0,1999.0,Automata,SUV,5,Negru,Nu,Nu,4x4,Nu,Nu,Nu,6.2
745,https://www.autovit.ro/anunt/audi-a8-3-0-60-tfsi-e-quattro-tiptronic-ID7H4Fgu.html,7049424210,74970.0,Firma,Autoturisme,Audi,A8,2021,29300,Hibrid,340.0,2995.0,Automata,Sedan,4,Negru,Nu,Da,4x4,Nu,Nu,Nu,6.853900792716427
746,https://www.autovit.ro/anunt/volkswagen-arteon-2-0-tdi-dsg-4motion-ID7H40oZ.html,7049267133,33320.0,Firma,Autoturisme,Volkswagen,ARTEON,2017,95000,Diesel,240.0,1968.0,Automata,Monovolum,5,Negru,Da,Da,4x4,Da,Da,Da,7.1
747,https://www.autovit.ro/anunt/volvo-xc-40-d3-ID7H6y9J.html,7049873539,24990.0,Firma,Autoturisme,Volvo,XC 40,2019,149000,Diesel,150.0,1969.0,Automata,SUV,5,Gri,Da,Da,Fata,Nu,Nu,Da,6.0
748,https://www.autovit.ro/anunt/bmw-x5-xdrive40e-ID7H6y9z.html,7049873529,50300.0,Firma,Autoturisme,BMW,X5,2017,94000,Hibrid,245.0,1997.0,Automata,SUV,5,Negru,Da,Da,4x4,Nu,Nu,Nu,6.853900792716427
749,https://www.autovit.ro/anunt/mercedes-benz-glc-ID7H6y9H.html,7049873537,49989.0,Firma,Autoturisme,Mercedes-Benz,GLC,2020,35358,Hibrid,197.0,1991.0,Automata,SUV,5,Negru,Da,Nu,4x4,Nu,Nu,Nu,6.853900792716427
750,https://www.autovit.ro/anunt/mercedes-benz-e-220-d-4matic-coupe-aut-ID7H6y9N.html,7049873543,59900.0,Firma,Autoturisme,Mercedes-Benz,E,2021,19000,Diesel,194.0,1950.0,Automata,Cabrio,3,Rosu,Da,Da,4x4,Nu,Da,Nu,6.853900792716427
751,https://www.autovit.ro/anunt/mercedes-benz-c-300-4matic-9g-tronic-ID7H6y9D.html,7049873533,49087.0,Firma,Autoturisme,Mercedes-Benz,C,2021,18794,Benzina,258.0,1999.0,Automata,Sedan,4,Negru,Da,Da,4x4,Da,Da,Da,10.0
752,https://www.autovit.ro/anunt/mercedes-benz-glc-220-d-4matic-ID7H6ya1.html,7049873557,40699.0,Firma,Autoturisme,Mercedes-Benz,GLC,2017,116500,Diesel,170.0,2143.0,Automata,SUV,5,Alb,Da,Nu,4x4,Da,Nu,Nu,6.8
753,https://www.autovit.ro/anunt/audi-a6-3-0-tdi-s-tronic-ID7H0WUU.html,7048534908,15946.0,Firma,Autoturisme,Audi,A6,2015,259358,Diesel,218.0,2967.0,Automata,Sedan,4,Negru,Nu,Nu,Nu e mentionat,Nu,Da,Nu,5.5
754,https://www.autovit.ro/anunt/dacia-logan-1-6-16v-ID7H55Cz.html,7049525523,2700.0,Firma,Autoturisme,Dacia,Logan,2007,150400,Benzina,105.0,1598.0,Manuala,Sedan,4,Gri,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,9.5
755,https://www.autovit.ro/anunt/volkswagen-passat-2-0-blue-tdi-scr-ID7H3xbk.html,7049154810,9450.0,Firma,Autoturisme,Volkswagen,Passat,2012,197845,Diesel,140.0,1968.0,Manuala,Combi,4,Argint,Da,Da,Fata,Da,Nu,Da,5.8
756,https://www.autovit.ro/anunt/citron-c4-1-6-e-hdi-fap-ID7GYObt.html,7048028527,6950.0,Firma,Autoturisme,Citroën,C4,2012,200245,Diesel,111.0,1560.0,Automata,Compacta,5,Gri,Da,Da,Fata,Da,Nu,Da,4.7
757,https://www.autovit.ro/anunt/skoda-kodiaq-2-0-tdi-4x4-dsg-ID7H5PF2.html,7049702500,26900.0,Firma,Autoturisme,Skoda,Kodiaq,2017,96927,Diesel,150.0,1968.0,Automata,SUV,5,Gri,Nu,Nu,4x4,Nu,Da,Nu,6.4
758,https://www.autovit.ro/anunt/mercedes-benz-c-ID7GWT6x.html,7047332457,34180.0,Firma,Autoturisme,Mercedes-Benz,C,2019,14991,Benzina,198.0,1497.0,Automata,Sedan,4,Argint,Da,Da,Spate,Nu,Nu,Da,6.853900792716427
759,https://www.autovit.ro/anunt/mercedes-benz-e-220-d-4matic-9g-tronic-ID7GOqeu.html,7045553178,51765.0,Firma,Autoturisme,Mercedes-Benz,E,2018,14500,Diesel,194.0,1950.0,Automata,Sedan,4,Negru,Da,Da,4x4,Da,Da,Da,5.8
760,https://www.autovit.ro/anunt/dacia-logan-ID7H72Oo.html,7049991380,9450.0,Firma,Autoturisme,Dacia,Logan,2020,58000,Benzina,90.0,898.0,Manuala,Sedan,5,Alb,Da,Da,Nu e mentionat,Nu,Da,Da,7.2
762,https://www.autovit.ro/anunt/audi-a6-3-0-tdi-ID7GYNCy.html,7048026362,10750.0,Proprietar,Autoturisme,Audi,A6,2011,160000,Diesel,239.0,2967.0,Automata,Sedan,4,Negru,Nu,Nu,4x4,Nu,Da,Nu,11.8
763,https://www.autovit.ro/anunt/audi-a4-2-0-tdi-ID7H72Og.html,7049991372,7250.0,Proprietar,Autoturisme,Audi,A4,2010,266000,Diesel,170.0,1968.0,Manuala,Sedan,5,Negru,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,7.4
764,https://www.autovit.ro/anunt/ford-transit-connect-1-5-tdci-furgon-lwbl2-ID7H3HFT.html,7049195145,12500.0,Proprietar,Autoturisme,Ford,Transit Connect,2017,150600,Diesel,120.0,1498.0,Manuala,Monovolum,4,Alb,Da,Da,Fata,Da,Da,Nu,4.9
765,https://www.autovit.ro/anunt/hyundai-santa-fe-2-2-dsl-vgt-5-seats-4wd-a-t-ID7H3HUy.html,7049196054,4999.0,Proprietar,Autoturisme,Hyundai,Santa Fe,2006,234000,Diesel,150.0,2188.0,Automata,SUV,5,Gri,Nu,Nu,4x4,Nu,Da,Nu,6.853900792716427
766,https://www.autovit.ro/anunt/renault-laguna-2-0dci-ID7H6zQe.html,7049880018,3200.0,Proprietar,Autoturisme,Renault,Laguna,2007,259000,Diesel,149.0,1995.0,Automata,Sedan,5,Gri,Da,Da,Fata,Nu,Nu,Nu,6.853900792716427
767,https://www.autovit.ro/anunt/hyundai-elantra-1-6-crdi-ID7H4bAD.html,7049310139,11305.0,Firma,Autoturisme,Hyundai,Elantra,2016,87610,Diesel,136.0,1582.0,Manuala,Sedan,4,Bej,Nu,Da,Fata,Nu,Da,Nu,5.7
768,https://www.autovit.ro/anunt/mercedes-benz-glc-coupe-200-4matic-ID7H72Of.html,7049991371,56002.0,Firma,Autoturisme,Mercedes-Benz,GLC Coupe,2022,16400,Hibrid,197.0,1991.0,Automata,SUV,5,Negru,Da,Da,4x4,Da,Nu,Da,8.9
769,https://www.autovit.ro/anunt/land-rover-freelander-2-0-td4-ID7H3gIL.html,7049091535,4990.0,Proprietar,Autoturisme,Land Rover,Freelander,2004,258000,Diesel,112.0,1951.0,Manuala,SUV,5,Gri,Nu,Nu,4x4,Nu,Nu,Nu,9.433333333333334
770,https://www.autovit.ro/anunt/mercedes-benz-gle-coupe-350-de-4matic-ID7H72Oc.html,7049991368,89250.0,Firma,Autoturisme,Mercedes-Benz,GLE Coupe,2021,51700,Hibrid,194.0,1950.0,Automata,SUV,5,Alb,Nu,Da,4x4,Nu,Nu,Nu,6.853900792716427
771,https://www.autovit.ro/anunt/opel-astra-1-4-turbo-ID7H72Oe.html,7049991370,4900.0,Proprietar,Autoturisme,Opel,Astra,2011,257300,Benzina,140.0,1364.0,Manuala,Compacta,5,Argint,Da,Nu,Fata,Nu,Nu,Nu,7.8
772,https://www.autovit.ro/anunt/volvo-xc-60-ID7H6YDH.html,7049975341,40210.0,Firma,Autoturisme,Volvo,XC 60,2019,59860,Diesel,197.0,1969.0,Automata,SUV,5,Gri,Nu,Nu,4x4,Nu,Nu,Nu,6.853900792716427
773,https://www.autovit.ro/anunt/volkswagen-golf-ID7H5215.html,7049511667,15650.0,Proprietar,Autoturisme,Volkswagen,Golf,2016,84000,Benzina,150.0,1395.0,Manuala,Compacta,5,Albastru,Nu,Nu,Fata,Nu,Da,Nu,6.853900792716427
774,https://www.autovit.ro/anunt/bmw-seria-3-318d-touring-aut-ID7H5DGM.html,7049656480,13250.0,Proprietar,Autoturisme,BMW,Seria 3,2017,89000,Diesel,150.0,1995.0,Automata,Combi,5,Argint,Nu,Nu,Spate,Da,Da,Nu,6.853900792716427
775,https://www.autovit.ro/anunt/ford-b-max-1-0-ecoboost-ID7H00kJ.html,7048313557,9249.0,Firma,Autoturisme,Ford,B-MAX,2017,108000,Benzina,100.0,998.0,Manuala,Compacta,5,Gri,Nu,Nu,Fata,Nu,Da,Nu,6.0
776,https://www.autovit.ro/anunt/toyota-avensis-2-2-d-4d-sedan-ID7H5Mpn.html,7049689997,2790.0,Firma,Autoturisme,Toyota,Avensis,2006,267000,Diesel,150.0,2231.0,Manuala,Sedan,4,Rosu,Nu,Nu,Nu e mentionat,Nu,Da,Nu,7.6
777,https://www.autovit.ro/anunt/skoda-superb-combi-2-0-tdi-dsg-ID7H6TAq.html,7049955918,24888.0,Firma,Autoturisme,Skoda,Superb,2020,145000,Diesel,150.0,1968.0,Automata,Combi,5,Albastru,Nu,Da,Fata,Da,Nu,Nu,4.3
779,https://www.autovit.ro/anunt/ford-transit-custom-kombi-320-2-0-ecoblue-105-cp-l2h1-ID7H104Z.html,7048550909,22500.0,Firma,Autoturisme,Ford,Transit Custom,2018,86200,Diesel,105.0,1996.0,Manuala,Monovolum,4,Alb,Nu,Nu,Fata,Da,Da,Nu,6.8
780,https://www.autovit.ro/anunt/bmw-x1-xdrive25d-at-ID7GUoqd.html,7046976185,23400.0,Firma,Autoturisme,BMW,X1,2017,152400,Diesel,231.0,1995.0,Automata,SUV,5,Gri,Nu,Da,4x4,Da,Da,Da,5.8
781,https://www.autovit.ro/anunt/peugeot-308-sw-bluehdi-100-stop-start-ID7H5pPG.html,7049603216,7999.0,Proprietar,Autoturisme,Peugeot,308,2018,170000,Diesel,99.0,1560.0,Manuala,Compacta,5,Gri,Nu,Da,Fata,Da,Nu,Nu,4.3
782,https://www.autovit.ro/anunt/bmw-x2-xdrive20d-at-ID7H1bfd.html,7048593827,32989.0,Firma,Autoturisme,BMW,X2,2018,94435,Diesel,190.0,1995.0,Automata,SUV,5,Gri,Da,Da,4x4,Da,Nu,Da,5.4
783,https://www.autovit.ro/anunt/dacia-dokker-1-5-dci-75-cp-ID7H4IDK.html,7049437184,11690.0,Firma,Autoturisme,Dacia,Dokker,2016,110850,Diesel,75.0,1461.0,Manuala,Monovolum,5,Albastru,Da,Da,Fata,Nu,Nu,Nu,4.4
784,https://www.autovit.ro/anunt/volkswagen-passat-variant-1-6-tdi-ID7H72Om.html,7049991378,14500.0,Proprietar,Autoturisme,Volkswagen,Passat,2018,158000,Diesel,120.0,1598.0,Manuala,Combi,5,Gri,Da,Da,Fata,Nu,Nu,Nu,4.7
785,https://www.autovit.ro/anunt/mercedes-benz-vito-ID7H72Ow.html,7049991387,49861.0,Firma,Autoturisme,Mercedes-Benz,Vito,2021,29354,Diesel,136.0,1950.0,Automata,Monovolum,5,Gri,Da,Nu,Fata,Nu,Nu,Nu,6.853900792716427
786,https://www.autovit.ro/anunt/dacia-logan-ID7H72Ot.html,7049991385,9250.0,Firma,Autoturisme,Dacia,Logan,2020,87000,Benzina,90.0,898.0,Manuala,Sedan,5,Alb,Da,Da,Nu e mentionat,Nu,Da,Da,7.2
787,https://www.autovit.ro/anunt/bmw-seria-5-520d-xdrive-at-ID7H72Op.html,7049991381,29500.0,Proprietar,Autoturisme,BMW,Seria 5,2017,75800,Diesel,190.0,1995.0,Automata,Sedan,5,Alte culori,Nu,Nu,Nu e mentionat,Nu,Nu,Nu,5.5
788,https://www.autovit.ro/anunt/bmw-x2-xdrive20d-at-ID7H18QM.html,7048584624,33048.0,Firma,Autoturisme,BMW,X2,2018,100000,Diesel,190.0,1995.0,Automata,SUV,5,Alb,Da,Da,4x4,Da,Nu,Da,5.4
789,https://www.autovit.ro/anunt/mercedes-benz-gla-220-d-aut-ID7H6YET.html,7049975415,27490.0,Firma,Autoturisme,Mercedes-Benz,GLA,2017,107474,Diesel,170.0,2143.0,Automata,SUV,5,Albastru,Nu,Da,Fata,Da,Nu,Nu,6.3
790,https://www.autovit.ro/anunt/land-rover-range-rover-evoque-ID7H3V23.html,7049250335,16500.0,Proprietar,Autoturisme,Land Rover,Range Rover Evoque,2014,180000,Diesel,190.0,2179.0,Automata,SUV,5,Alb,Nu,Nu,4x4,Da,Nu,Nu,6.853900792716427
791,https://www.autovit.ro/anunt/lexus-seria-nx-ID7H5Bq8.html,7049647760,73899.0,Firma,Autoturisme,Lexus,Seria NX,2022,3300,Hibrid,190.0,2494.0,Automata,SUV,5,Bej,Da,Da,4x4,Nu,Da,Da,6.853900792716427
792,https://www.autovit.ro/anunt/skoda-rapid-1-6-tdi-ID7H6lpM.html,7049824562,7799.0,Proprietar,Autoturisme,Skoda,RAPID,2016,125000,Diesel,116.0,1598.0,Manuala,Sedan,5,Albastru,Nu,Nu,Fata,Da,Nu,Da,4.4
793,https://www.autovit.ro/anunt/volkswagen-arteon-2-0-tdi-dsg-4motion-ID7H40pV.html,7049267192,31899.0,Firma,Autoturisme,Volkswagen,ARTEON,2017,73111,Diesel,240.0,1968.0,Automata,Sedan,5,Gri,Nu,Da,4x4,Nu,Da,Nu,7.1
794,https://www.autovit.ro/anunt/mercedes-benz-c-180-ID7H6yaS.html,7049873610,45899.0,Firma,Autoturisme,Mercedes-Benz,C,2021,4180,Hibrid,170.0,1496.0,Automata,Sedan,4,Negru,Nu,Nu,Nu e mentionat,Nu,Da,Nu,8.7
795,https://www.autovit.ro/anunt/mercedes-benz-s-maybach-ID7H6ya5.html,7049873561,85000.0,Firma,Autoturisme,Mercedes-Benz,S Maybach,2017,106667,Benzina,469.0,3982.0,Automata,Sedan,4,Gri,Nu,Nu,4x4,Nu,Da,Nu,8.9
796,https://www.autovit.ro/anunt/volkswagen-tiguan-ID7H6oFF.html,7049837079,25800.0,Firma,Autoturisme,Volkswagen,Tiguan,2018,127637,Diesel,150.0,1968.0,Manuala,SUV,5,Alb,Nu,Nu,4x4,Nu,Da,Nu,4.8
797,https://www.autovit.ro/anunt/nissan-qashqai-1-6-dci-start-stop-ID7H6oFA.html,7049837074,11290.0,Firma,Autoturisme,Nissan,Qashqai,2015,202000,Diesel,130.0,1598.0,Manuala,SUV,5,Alb,Nu,Nu,Fata,Nu,Da,Nu,5.2
798,https://www.autovit.ro/anunt/land-rover-range-rover-sport-3-0-sdv6-ID7H3Uvz.html,7049244539,14000.0,Firma,Autoturisme,Land Rover,Range Rover Sport,2011,258051,Diesel,256.0,2993.0,Automata,SUV,5,Gri,Nu,Nu,4x4,Nu,Nu,Da,9.8
800,https://www.autovit.ro/anunt/audi-a4-35-tdi-s-tronic-ID7GYhd3.html,7047901773,37990.0,Firma,Autoturisme,Audi,A4,2020,32305,Diesel,163.0,1968.0,Automata,Sedan,4,Gri,Da,Da,Fata,Nu,Nu,Nu,4.2
801,https://www.autovit.ro/anunt/bmw-x6-m-m50d-ID7GSBeq.html,7046548770,113710.0,Firma,Autoturisme,BMW,X6 M,2020,13900,Diesel,400.0,2993.0,Automata,SUV,5,Alb,Da,Da,4x4,Nu,Nu,Da,8.0
802,https://www.autovit.ro/anunt/mercedes-benz-glc-coupe-ID7GVo6o.html,7047451612,40800.0,Firma,Autoturisme,Mercedes-Benz,GLC Coupe,2018,150000,Diesel,204.0,2143.0,Automata,SUV,4,Negru,Da,Da,4x4,Nu,Nu,Da,6.853900792716427
803,https://www.autovit.ro/anunt/land-rover-range-rover-sport-3-0-sdv6-ID7GK14f.html,7044503131,88478.0,Firma,Autoturisme,Land Rover,Range Rover Sport,2020,26800,Diesel,306.0,2993.0,Automata,SUV,5,Albastru,Da,Da,4x4,Nu,Da,Da,6.853900792716427
804,https://www.autovit.ro/anunt/bmw-x5-m-m50d-ID7H4Wv1.html,7049486677,45500.0,Proprietar,Autoturisme,BMW,X5 M,2017,149500,Diesel,381.0,2993.0,Automata,SUV,5,Gri,Nu,Da,4x4,Da,Da,Da,8.8
805,https://www.autovit.ro/anunt/ford-kuga-2-0l-tdci-dpf-ID7H3xgg.html,7049155116,7300.0,Firma,Autoturisme,Ford,Kuga,2011,287778,Diesel,136.0,1997.0,Manuala,SUV,5,Gri,Da,Da,4x4,Nu,Da,Nu,6.853900792716427
806,https://www.autovit.ro/anunt/volkswagen-passat-2-0-bitdi-dsg-4mot-ID7H72OT.html,7049991411,32949.0,Firma,Autoturisme,Volkswagen,Passat,2019,67280,Diesel,240.0,1968.0,Automata,Sedan,4,Gri,Da,Da,4x4,Nu,Nu,Nu,6.8
807,https://www.autovit.ro/anunt/volkswagen-golf-variant-2-0-tdi-dpf-dsg-ID7H6VpJ.html,7049966787,5650.0,Proprietar,Autoturisme,Volkswagen,Golf,2010,223500,Diesel,140.0,1968.0,Automata,Compacta,5,Negru,Nu,Nu,Nu e mentionat,Da,Nu,Nu,6.9
808,https://www.autovit.ro/anunt/ford-fiesta-1-5-tdci-ID7H4ALa.html,7049406892,6790.0,Firma,Autoturisme,Ford,Fiesta,2015,173109,Diesel,75.0,1498.0,Manuala,Masina de oras,5,Albastru,Da,Da,Fata,Nu,Da,Da,4.3
809,https://www.autovit.ro/anunt/dacia-logan-1-5-dci-ID7GYcia.html,7047882870,7389.0,Firma,Autoturisme,Dacia,Logan,2018,171680,Diesel,75.0,1461.0,Manuala,Sedan,4,Alb,Da,Da,Fata,Nu,Da,Da,5.0
810,https://www.autovit.ro/anunt/ford-kuga-2-0-tdci-powershift-4wd-ID7GYtO8.html,7047950200,16490.0,Firma,Autoturisme,Ford,Kuga,2017,152242,Diesel,180.0,1997.0,Automata,SUV,5,Gri,Da,Da,4x4,Da,Da,Da,6.1
811,https://www.autovit.ro/anunt/renault-megane-1-5-dci-ID7H6O8G.html,7049934978,4700.0,Proprietar,Autoturisme,Renault,Megane,2009,149000,Diesel,105.0,1461.0,Manuala,Compacta,5,Argint,Da,Da,Fata,Nu,Da,Da,5.5
812,https://www.autovit.ro/anunt/mercedes-benz-e-400-d-4matic-9g-tronic-ID7H64rZ.html,7049759351,39990.0,Firma,Autoturisme,Mercedes-Benz,E,2019,160000,Diesel,340.0,2925.0,Automata,Sedan,4,Gri,Da,Da,Nu e mentionat,Nu,Da,Da,6.8
