,Url,Autovit Id,Pret,Oferit de,Categorie,Marca,Model,Versiune,Anul,Km,Combustibil,Putere,Capacitate cilindrica,Norma de poluare,Consum Mixt,Cutie de viteze,Consum Urban,Tip Caroserie,Numar de portiere,Culoare,Garantie de la producator pana la,Tara de origine,Data primei inmatriculari,Fara accident in istoric,Carte de service,Stare,Are VIN (Serie sasiu),Numar locuri,Generatie,Transmisie,Filtru de particule,Emisii CO2,Optiuni culoare,Se emite factura,Eligibil pentru finantare,Garantie dealer (inclusa in pret),Inmatriculat,Primul proprietar (de nou),Consum Extraurban,sau in limita a,Autonomie,Consum mediu,Capacitate baterie,Tuning,Predare leasing,Plata initiala (la predare),Valoare rata lunara,Numar de rate lunare ramase,Valoare reziduala,Contract baterie,Volan pe dreapta,Masina de epoca
489,https://www.autovit.ro/anunt/mercedes-benz-glb-200-d-4matic-aut-ID7H72Mu.html,7049991262,42 500 EUR,Firma,Autoturisme,Mercedes-Benz,GLB,200 d 4MATIC Aut.,2020,33 291 km,Diesel,150 CP,1 950 cm3,,,Automata,6 l/100km,SUV,5.0,Albastru,,,18/02/2020,,,Second hand,Da,5.0,,4x4 (automat),,,,Da,Da,,Da,,,,,,,,,,,,,,,
490,https://www.autovit.ro/anunt/mitsubishi-outlander-2-2-di-d-4wd-automatik-ID7H5i0A.html,7049573140,11 990 EUR,Proprietar,Autoturisme,Mitsubishi,Outlander,2.2 DI-D 4WD Automatik,2013,169 700 km,Diesel,150 CP,2 268 cm3,Euro 5,,Automata,"6,90 l/100km",SUV,5.0,Gri,,Germania,,Da,Da,Second hand,Da,,III [2012 - 2021],4x4 (automat),Da,154 g/km,Metalizata,,,,,,,,,,,,,,,,,,,
491,https://www.autovit.ro/anunt/ford-mondeo-2-0-tdci-start-stopp-powershift-aut-ID7H72Mh.html,7049991249,14 499 EUR,Proprietar,Autoturisme,Ford,Mondeo,2.0 TDCi Start-Stopp PowerShift-Aut.,2017,199 900 km,Diesel,150 CP,1 997 cm3,,,Automata,"6,10 l/100km",Sedan,4.0,Alb,,,,,,Second hand,Da,5.0,,,,,Perlat,,,,,,,,,,,,,,,,,,,
492,https://www.autovit.ro/anunt/hyundai-santa-fe-2-2-dsl-vgt-5-seats-4wd-ID7H70uy.html,7049982462,6 500 EUR,Firma,Autoturisme,Hyundai,Santa Fe,2.2 DSL VGT 5 SEATS 4WD,2007,268 000 km,Diesel,150 CP,2 188 cm3,Euro 4,,Manuala,"9,60 l/100km",SUV,5.0,Gri,,Germania,,Da,Da,Second hand,,5.0,II [2006 - 2013],4x4 (manual),Da,,Metalizata,,,,Da,,,,,,,,,,,,,,,
493,https://www.autovit.ro/anunt/audi-a5-2-7-tdi-sportback-dpf-multitronic-ID7H4bO7.html,7049310975,9 200 EUR,Proprietar,Autoturisme,Audi,A5,2.7 TDI Sportback DPF multitronic,2010,310 000 km,Diesel,190 CP,2 698 cm3,Euro 5,,Automata,8 l/100km,Sedan,5.0,Gri,,Italia,05/10/2010,,,Second hand,,,,Fata,Da,,Metalizata,,,,Da,,,,,,,,,,,,,,,
494,https://www.autovit.ro/anunt/ford-focus-2-0-tdci-powershift-ID7H5hgb.html,7049570263,13 990 EUR,Proprietar,Autoturisme,Ford,Focus,2.0 TDCi Powershift,2019,187 850 km,Diesel,150 CP,1 997 cm3,Euro 6,,Automata,"5,20 l/100km",Combi,5.0,Gri,,,,Da,Da,Second hand,Da,,MK4 [2018 - Prezent],Fata,,,Metalizata,,Da,,,,,,,,,,,,,,,,,
495,https://www.autovit.ro/anunt/land-rover-range-rover-velar-2-0-r-dynamic-ID7GQbMa.html,7045974262,53 790 EUR,Proprietar,Autoturisme,Land Rover,Range Rover Velar,2.0 R-Dynamic,2018,55 500 km,Diesel,240 CP,1 999 cm3,Euro 6,,Automata,"7,20 l/100km",SUV,5.0,Gri,,Germania,,Da,Da,Second hand,,,,4x4 (automat),Da,154 g/km,Metalizata,,Da,,,Da,,,,,,,,,,,,,,
496,https://www.autovit.ro/anunt/dodge-ram-ID7H6xBZ.html,7049871447,55 310 EUR,Firma,Autoturisme,Dodge,RAM,,2019,140 000 km,Benzina + GPL,396 CP,5 654 cm3,Euro 6,,Automata,,SUV,4.0,Alb,,Germania,26/06/2019,Da,Da,Second hand,Da,,,4x4 (automat),Da,,,Da,Da,,,,,,,,,,,,,,,,,
497,https://www.autovit.ro/anunt/kia-sportage-2-0-dsl-hp-6at-4x4-ID7H72M6.html,7049991238,18 900 EUR,Proprietar,Autoturisme,Kia,Sportage,2.0 DSL HP 6AT 4x4,2017,92 000 km,Diesel,185 CP,1 995 cm3,Euro 6,,Automata,"7,90 l/100km",SUV,5.0,Negru,25/11/2023,Romania,25/11/2016,,Da,Second hand,Da,5.0,V [2021 - Prezent],4x4 (automat),,,Metalizata,,,,Da,,,,,,,,,,,,,,,
498,https://www.autovit.ro/anunt/ford-focus-1-6-ti-vct-ID7H4J14.html,7049438630,2 450 EUR,Firma,Autoturisme,Ford,Focus,1.6 Ti-VCT,2005,330 000 km,Benzina,115 CP,1 596 cm3,,,Manuala,"8,70 l/100km",Combi,5.0,Albastru,,,,,,Second hand,,,,,,,,Da,Da,,,,,,,,,,,,,,,,,
499,https://www.autovit.ro/anunt/opel-corsa-1-3-cdti-ID7GZhNA.html,7048142366,2 990 EUR,Firma,Autoturisme,Opel,Corsa,1.3 CDTI,2008,272 000 km,Diesel,75 CP,1 248 cm3,,,Manuala,"5,30 l/100km",Compacta,5.0,Argint,,,,,,Second hand,,,,Fata,,,,Da,Da,,,,,,,,,,,,,,,,,
500,https://www.autovit.ro/anunt/opel-meriva-1-6i-ID7GQizj.html,7046000373,4 350 EUR,Firma,Autoturisme,Opel,Meriva,1.6i,2010,94 000 km,Benzina,105 CP,1 598 cm3,,,Automata,"8,90 l/100km",Monovolum,5.0,Gri,,Germania,,Da,Da,Second hand,,,,Fata,,,,Da,Da,,,Da,,,,,,,,,,,,,,
501,https://www.autovit.ro/anunt/volkswagen-golf-plus-1-4-tsi-ID7GS7nI.html,7046434026,5 790 EUR,Firma,Autoturisme,Volkswagen,Golf Plus,1.4 TSI,2010,160 000 km,Benzina,122 CP,1 390 cm3,Euro 5,,Manuala,"8,40 l/100km",Compacta,5.0,Argint,,Germania,,Da,Da,Second hand,,,,Fata,,,,Da,Da,,,Da,,,,,,,,,,,,,,
502,https://www.autovit.ro/anunt/ford-ranger-autm-ID7H6W0p.html,7049961373,36 235 EUR,Firma,Autoturisme,Ford,Ranger,Autm.,2018,97 225 km,Diesel,200 CP,3 198 cm3,,,Automata,"11,30 l/100km",SUV,4.0,Albastru,07/08/2024,Ungaria,07/08/2019,Da,Da,Second hand,Da,5.0,III [2011 - Prezent],4x4 (automat),Da,,Metalizata,Da,,60 luni,,Da,,150 000 km,,,,,,,,,,,,
503,https://www.autovit.ro/anunt/honda-cr-v-1-6-a-t-4wd-ID7H701U.html,7049980686,20 500 EUR,Proprietar,Autoturisme,Honda,CR-V,1.6 A/T 4WD,2016,145 000 km,Diesel,160 CP,1 597 cm3,,,Automata,6 l/100km,SUV,5.0,Gri,,,,,,Second hand,,5.0,,,,,Metalizata,,,,,,,,,,,,,,,,,,,
504,https://www.autovit.ro/anunt/volkswagen-touareg-ID7H4Uzm.html,7049483040,28 699 EUR,Firma,Autoturisme,Volkswagen,Touareg,,2018,64 019 km,Diesel,204 CP,2 967 cm3,,,Automata,"8,20 l/100km",SUV,5.0,Alb,,Romania,28/12/2017,Da,Da,Second hand,Da,,,4x4 (automat),,,,Da,Da,12 luni,Da,,,,,,,,,,,,,,,
505,https://www.autovit.ro/anunt/volkswagen-caddy-ID7H5OZ8.html,7049699902,12 499 EUR,Firma,Autoturisme,Volkswagen,Caddy,,2014,252 000 km,Benzina,102 CP,999 cm3,Euro 5,,Manuala,,Monovolum,5.0,Gri,,Germania,14/08/2014,Da,Da,Second hand,,,,Fata,,,Metalizata,Da,Da,,,,,,,,,,,,,,,,,
506,https://www.autovit.ro/anunt/volkswagen-caddy-1-9-tdi-ID7H5OT7.html,7049699529,5 499 EUR,Firma,Autoturisme,Volkswagen,Caddy,1.9 TDI,2007,291 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,"7,50 l/100km",Monovolum,5.0,Rosu,,Germania,14/08/2007,Da,Da,Second hand,,,,Fata,,,Metalizata,Da,Da,,,,,,,,,,,,,,,,,
507,https://www.autovit.ro/anunt/volkswagen-golf-variant-1-5-tsi-act-bluemotion-dsg-ID7H6yZa.html,7049876728,12 990 EUR,Proprietar,Autoturisme,Volkswagen,Golf,Variant 1.5 TSI ACT BlueMotion DSG,2018,131 225 km,Benzina,130 CP,1 498 cm3,Euro 6,,Automata,"6,10 l/100km",Compacta,5.0,Gri,,Romania,27/12/2018,,,Second hand,Da,5.0,VII [2012 - 2020],Fata,,,Mat,,,,Da,Da,,,,,,,,,,,,,,
508,https://www.autovit.ro/anunt/skoda-octavia-2-0-tdi-ID7H70wE.html,7049982530,15 990 EUR,Firma,Autoturisme,Skoda,Octavia,2.0 TDI,2018,96 428 km,Diesel,149 CP,1 968 cm3,Euro 6,,Manuala,"5,10 l/100km",Sedan,5.0,Albastru,,,02/03/2018,,Da,Second hand,Da,5.0,III [2013 - 2019],Fata,,,,Da,Da,12 luni,Da,Da,,,,,,,,,,,,,,
509,https://www.autovit.ro/anunt/ford-focus-turnier-1-5-tdci-dpf-start-stopp-system-ID7H3SVy.html,7049238462,7 990 EUR,Firma,Autoturisme,Ford,Focus,Turnier 1.5 TDCi DPF Start-Stopp-System,2015,260 000 km,Diesel,95 CP,1 498 cm3,,,Manuala,"4,30 l/100km",Combi,5.0,Alb,,,,,,Second hand,,,,,Da,,,Da,Da,,,,,,,,,,,,,,,,,
510,https://www.autovit.ro/anunt/volvo-v50-1-6-d-ID7H4AOF.html,7049407109,4 850 EUR,Firma,Autoturisme,Volvo,V50,1.6 D,2010,234 000 km,Diesel,110 CP,1 560 cm3,,,Manuala,"6,30 l/100km",Combi,5.0,Alb,,,,,,Second hand,,,,,Da,,,Da,Da,,,,,,,,,,,,,,,,,
511,https://www.autovit.ro/anunt/toyota-hilux-4x4-double-cab-autm-s-s-ID7H6W12.html,7049961412,39 448 EUR,Firma,Autoturisme,Toyota,Hilux,4x4 Double Cab Autm. S&S,2016,73 463 km,Diesel,150 CP,2 393 cm3,,,Automata,,SUV,4.0,Rosu,,Ungaria,29/03/2017,Da,Da,Second hand,Da,5.0,VIII [2015 - Prezent],4x4 (automat),Da,,Metalizata,Da,,,,Da,,,,,,,,,,,,,,
512,https://www.autovit.ro/anunt/volkswagen-caddy-2-0-tdi-7-si-dsg-4motion-ID7H4bJv.html,7049310690,24 999 EUR,Firma,Autoturisme,Volkswagen,Caddy,2.0 TDI (7-Si.) DSG 4MOTION,2018,228 000 km,Diesel,150 CP,1 968 cm3,Euro 6,,Automata,"6,60 l/100km",Monovolum,5.0,Rosu,,Germania,10/03/2018,Da,Da,Second hand,,,,4x4 (automat),Da,,Metalizata,Da,Da,,,,,,,,,,,,,,,,,
513,https://www.autovit.ro/anunt/suzuki-jimny-ID7H0ETz.html,7048469477,8 950 EUR,Firma,Autoturisme,Suzuki,Jimny,,2004,197 000 km,Benzina,80 CP,1 298 cm3,Euro 4,,Manuala,,SUV,3.0,Negru,,Germania,15/08/2004,Da,Da,Second hand,,,,4x4 (manual),,,Metalizata,Da,Da,,,Da,,,,,,,,,,,,,,
514,https://www.autovit.ro/anunt/skoda-kodiaq-2-0-tdi-4x4-dsg-ID7H4WEc.html,7049487184,39 990 EUR,Firma,Autoturisme,Skoda,Kodiaq,2.0 TDI 4X4 DSG,2019,54 000 km,Diesel,190 CP,1 968 cm3,Euro 6,,Automata,"6,40 l/100km",SUV,5.0,Albastru,01/12/2022,Germania,11/05/2019,,Da,Second hand,Da,,,4x4 (automat),,,Metalizata,Da,Da,,,Da,,,,,,,,,,,,,,
515,https://www.autovit.ro/anunt/volvo-xc-60-d5-awd-ID7H72MI.html,7049991276,39 508 EUR,Firma,Autoturisme,Volvo,XC 60,D5 AWD,2019,73 300 km,Diesel,235 CP,1 969 cm3,Euro 6,,Automata,,SUV,5.0,Negru,,Germania,10/01/2019,,Da,Second hand,,5.0,II [2017 - Prezent],4x4 (automat),,,Metalizata,Da,Da,,,,,,,,,,,,,,,,,
516,https://www.autovit.ro/anunt/bmw-x5-xdrive30d-ID7H3ewv.html,7049083026,16 100 EUR,Firma,Autoturisme,BMW,X5,xDrive30d,2012,196 038 km,Diesel,245 CP,2 993 cm3,Euro 5,,Automata,"8,70 l/100km",SUV,5.0,Negru,,Romania,20/04/2012,Da,Da,Second hand,Da,,,4x4 (automat),Da,,Metalizata,,,,Da,,,,,,,,,,,,,,,
517,https://www.autovit.ro/anunt/mercedes-benz-s-350-d-l-4matic-9g-tronic-ID7GZhk3.html,7048140535,69 900 EUR,Firma,Autoturisme,Mercedes-Benz,S,350 d L 4Matic 9G-TRONIC,2018,100 000 km,Diesel,286 CP,2 925 cm3,Euro 6,,Automata,"7,50 l/100km",Sedan,4.0,Gri,,Germania,25/03/2018,Da,Da,Second hand,Da,,,4x4 (automat),,,Perlat,Da,Da,12 luni,,Da,,,,,,,,,,,,,,
518,https://www.autovit.ro/anunt/volvo-xc-90-d5-geartronic-ID7H72MC.html,7049991270,7 500 EUR,Proprietar,Autoturisme,Volvo,XC 90,D5 Geartronic,2007,260 000 km,Diesel,185 CP,2 400 cm3,,8 l/100km,Automata,9 l/100km,SUV,5.0,Gri,,Austria,,,,Second hand,,7.0,I [2002 - 2014],4x4 (automat),Da,,Metalizata,,,,Da,,7 l/100km,,,,,,,,,,,,,
519,https://www.autovit.ro/anunt/ford-mondeo-ID7H3YxY.html,7049260002,4 200 EUR,Proprietar,Autoturisme,Ford,Mondeo,,2010,258 000 km,Diesel,136 CP,1 997 cm3,Euro 5,6 l/100km,Automata,,Sedan,5.0,Gri,,Belgia,,,,Second hand,Da,,,Fata,Da,,Metalizata,,,,Da,,,,,,,,,,,,,,,
520,https://www.autovit.ro/anunt/audi-a4-ID7H70ws.html,7049982518,29 750 EUR,Firma,Autoturisme,Audi,A4,,2020,58 000 km,Diesel,190 CP,1 968 cm3,Euro 6,,Automata,,Sedan,5.0,Maro,,Germania,28/04/2020,Da,Da,Second hand,Da,5.0,B9 [2015 - Prezent],Fata,,,Metalizata,Da,Da,6 luni,,Da,,15 000 km,,,,,,,,,,,,
521,https://www.autovit.ro/anunt/bmw-x5-xdrive40d-sport-aut-ID7H52zr.html,7049513797,46 480 EUR,Firma,Autoturisme,BMW,X5,xDrive40d Sport-Aut.,2017,125 000 km,Diesel,313 CP,2 993 cm3,Euro 6,,Automata,10 l/100km,SUV,5.0,Negru,,Romania,,Da,Da,Second hand,,5.0,F15 [2013 - 2018],4x4 (automat),Da,,Perlat,Da,Da,6 luni,Da,Da,,,,,,,Da,,,,,,,
522,https://www.autovit.ro/anunt/honda-civic-1-5-vtec-turbo-ID7H6AfI.html,7049881598,23 250 EUR,Firma,Autoturisme,Honda,Civic,1.5 VTEC Turbo,2019,60 000 km,Benzina,182 CP,1 498 cm3,Euro 6,,Manuala,"7,40 l/100km",Compacta,5.0,Gri,01/10/2023,Romania,01/10/2019,,Da,Second hand,Da,,X [2017 - 2021],Fata,,100 g/km,Metalizata,,,,Da,Da,,100 000 km,,,,,,,,,,,,
523,https://www.autovit.ro/anunt/mercedes-benz-gle-amg-63-s-4matic-ID7H6YCc.html,7049975248,192 768 EUR,Firma,Autoturisme,Mercedes-Benz,GLE,AMG 63 S 4MATIC+,2022,15 000 km,Benzina,612 CP,3 982 cm3,Euro 6,,Automata,"15,30 l/100km",SUV,5.0,Negru,,,16/09/2022,Da,,Second hand,Da,5.0,,4x4 (automat),Da,262 g/km,Metalizata,Da,Da,,Da,,,,,,,,,,,,,,,
524,https://www.autovit.ro/anunt/seat-arona-1-6-tdi-start-stop-dsg7-ID7H4FYW.html,7049426965,16 490 EUR,Firma,Autoturisme,Seat,Arona,1.6 TDI Start&Stop DSG7,2019,135 110 km,Diesel,95 CP,1 598 cm3,,,Automata,"4,70 l/100km",SUV,5.0,Gri,,,19/01/2019,,Da,Second hand,,,,Fata,,,,Da,Da,12 luni,,,,,,,,,Da,,,,,,,
525,https://www.autovit.ro/anunt/volkswagen-polo-1-0-ID7H3ZMG.html,7049264758,10 099 EUR,Firma,Autoturisme,Volkswagen,Polo,1.0,2019,105 745 km,Benzina,65 CP,999 cm3,Euro 6,,Manuala,"5,90 l/100km",Masina de oras,5.0,Alb,,Romania,13/02/2019,Da,Da,Second hand,Da,,,Fata,,,Metalizata,Da,Da,12 luni,Da,Da,,15 000 km,,,,,,,,,,,,
526,https://www.autovit.ro/anunt/dacia-sandero-stepway-dci-90-s-s-ID7H5oUu.html,7049599670,12 390 EUR,Firma,Autoturisme,Dacia,Sandero Stepway,dCi 90 (S&S),2018,38 342 km,Diesel,90 CP,1 461 cm3,Euro 6,,Manuala,"3,80 l/100km",Compacta,5.0,Gri,,Romania,23/01/2018,Da,Da,Second hand,Da,,II [2012 - 2020],Fata,Da,,Metalizata,Da,Da,6 luni,Da,Da,,10 000 km,,,,,,,,,,,,
527,https://www.autovit.ro/anunt/opel-astra-1-6-ID7H4F37.html,7049423381,6 950 EUR,Firma,Autoturisme,Opel,Astra,1.6,2010,130 000 km,Benzina,115 CP,1 598 cm3,Euro 5,7 l/100km,Manuala,8 l/100km,Compacta,5.0,Negru,,Germania,01/10/2010,,Da,Second hand,,,J [2009 - 2018],Fata,,,Metalizata,Da,Da,,,Da,6 l/100km,,,,,,,,,,,,,
528,https://www.autovit.ro/anunt/skoda-fabia-1-0-mpi-ID7H34k2.html,7049043874,7 550 EUR,Firma,Autoturisme,Skoda,Fabia,1.0 MPI,2015,140 000 km,Benzina,60 CP,999 cm3,Euro 6,5 l/100km,Manuala,"5,70 l/100km",Compacta,5.0,Alb,,Germania,,Da,Da,Second hand,,,,Fata,,,,Da,Da,,,Da,4 l/100km,,,,,,,,,,,,,
529,https://www.autovit.ro/anunt/volkswagen-golf-1-4-tsi-dsg-ID7H6Tq5.html,7049955277,8 499 EUR,Firma,Autoturisme,Volkswagen,Golf,1.4 TSI DSG,2010,209 000 km,Benzina,122 CP,1 390 cm3,Euro 5,,Automata,"8,30 l/100km",Compacta,5.0,Albastru,,Germania,12/05/2010,Da,,Second hand,Da,5.0,VI [2008 -2013],Fata,,,Metalizata,Da,Da,12 luni,,Da,,,,,,,,,,,,,,
530,https://www.autovit.ro/anunt/mercedes-benz-c-200-d-ID7H4bwb.html,7049309801,17 450 EUR,Proprietar,Autoturisme,Mercedes-Benz,C,200 d,2016,56 259 km,Diesel,136 CP,1 598 cm3,Euro 6,,Manuala,"5,10 l/100km",Sedan,4.0,Negru,,Belgia,,,,Second hand,,,,Spate,Da,,Metalizata,,,,,,,,,,,,,,,,,,,
531,https://www.autovit.ro/anunt/ford-focus-ID7H6YCu.html,7049975266,11 127 EUR,Firma,Autoturisme,Ford,Focus,,2017,51 856 km,Diesel,120 CP,1 499 cm3,Euro 6,,Manuala,,Sedan,,Alte culori,,Romania,17/10/2017,,,Second hand,Da,,,,,98 g/km,,,,,,Da,,,,,,,,,,,,,,
532,https://www.autovit.ro/anunt/mercedes-benz-gle-300-d-4matic-ID7GXXzq.html,7047826280,84 990 EUR,Firma,Autoturisme,Mercedes-Benz,GLE,300 d 4MATIC,2021,23 493 km,Diesel,245 CP,1 950 cm3,Euro 6,,Automata,7 l/100km,SUV,5.0,Negru,,Germania,14/07/2021,Da,Da,Second hand,Da,5.0,,4x4 (automat),Da,,Metalizata,Da,Da,6 luni,Da,Da,,,,,,,,,,,,,,
533,https://www.autovit.ro/anunt/dacia-logan-1-5-dci-ID7H6AhM.html,7049881726,4 700 EUR,Firma,Autoturisme,Dacia,Logan,1.5 DCI,2018,55 375 km,Diesel,75 CP,1 461 cm3,Euro 6,,Manuala,"3,70 l/100km",Sedan,4.0,Albastru,,Romania,,,,Second hand,,,II [2012 - 2020],Fata,,,,Da,,,Da,,,,,,,,,,,,,,,
534,https://www.autovit.ro/anunt/volvo-xc-90-d5-awd-ID7H4L5T.html,7049446617,49 589 EUR,Firma,Autoturisme,Volvo,XC 90,D5 AWD,2018,88 400 km,Diesel,235 CP,1 969 cm3,Euro 6,,Automata,"6,20 l/100km",SUV,5.0,Gri,,Germania,01/05/2018,Da,Da,Second hand,,,,4x4 (automat),,,Metalizata,Da,Da,,,Da,,,,,,,,,,,,,,
535,https://www.autovit.ro/anunt/volkswagen-golf-1-0-tsi-ID7H4L67.html,7049446631,16 800 EUR,Firma,Autoturisme,Volkswagen,Golf,1.0 TSI,2018,69 713 km,Benzina,110 CP,999 cm3,Euro 6,,Manuala,"5,90 l/100km",Compacta,5.0,Alb,,Romania,26/02/2018,Da,Da,Second hand,,,VII [2012 - 2020],Fata,,109 g/km,Metalizata,Da,Da,,Da,Da,,,,,,,,,,,,,,
536,https://www.autovit.ro/anunt/porsche-cayenne-3-0-l-ID7H6yHg.html,7049875618,35 462 EUR,Firma,Autoturisme,Porsche,Cayenne,3.0 L,2015,148 000 km,Diesel,262 CP,2 967 cm3,Euro 6,,Automata,"7,80 l/100km",SUV,5.0,Albastru,,Germania,13/02/2015,Da,Da,Second hand,,,,4x4 (automat),,,Metalizata,Da,,,Da,,,,,,,,,,,,,,,
537,https://www.autovit.ro/anunt/renault-captur-ID7H1bXt.html,7048596571,21 460 EUR,Firma,Autoturisme,Renault,Captur,,2019,22 000 km,Diesel,110 CP,1 461 cm3,Euro 6,,Automata,4 l/100km,SUV,5.0,Alte culori,,Romania,,Da,Da,Second hand,,,,Fata,,,Metalizata,,,,Da,,,,,,,,,,,,,,,
538,https://www.autovit.ro/anunt/mercedes-benz-cls-350-cdi-aut-ID7H4APn.html,7049407153,7 990 EUR,Firma,Autoturisme,Mercedes-Benz,CLS,350 CDI Aut,2006,243 000 km,Diesel,224 CP,2 987 cm3,,,Automata,11 l/100km,Sedan,4.0,Gri,,,,,,Second hand,,,,,,,,Da,Da,,,,,,,,,,,,,,,,,
539,https://www.autovit.ro/anunt/volkswagen-golf-plus-1-4-tsi-ID7GYcAD.html,7047884015,5 690 EUR,Firma,Autoturisme,Volkswagen,Golf,Plus 1.4 TSI,2009,221 000 km,Benzina,122 CP,1 390 cm3,Euro 5,,Manuala,"8,40 l/100km",Monovolum,5.0,Bej,,Germania,,Da,Da,Second hand,,,,Fata,,,,Da,Da,,,Da,,,,,,,,,,,,,,
540,https://www.autovit.ro/anunt/skoda-karoq-1-6-tdi-dsg-ID7H57M6.html,7049533802,22 989 EUR,Firma,Autoturisme,Skoda,Karoq,1.6 TDI DSG,2019,131 601 km,Diesel,116 CP,1 598 cm3,Euro 6,,Automata,"4,40 l/100km",SUV,5.0,Alb,01/05/2023,Romania,29/05/2019,Da,Da,Second hand,Da,,,Fata,,,Mat,Da,Da,12 luni,Da,Da,,120 000 km,,,,,,,,,,,,
541,https://www.autovit.ro/anunt/skoda-octavia-2-0-tdi-ID7H57Ks.html,7049533700,15 899 EUR,Firma,Autoturisme,Skoda,Octavia,2.0 TDI,2018,145 325 km,Diesel,150 CP,1 968 cm3,Euro 6,,Manuala,"5,20 l/100km",Sedan,5.0,Gri,,,22/01/2018,,Da,Second hand,Da,,III [2013 - 2019],Fata,,,Metalizata,Da,Da,12 luni,Da,,,,,,,,,,,,,,,
542,https://www.autovit.ro/anunt/seat-leon-1-6-tdi-ID7H4AP7.html,7049407137,5 550 EUR,Firma,Autoturisme,Seat,Leon,1.6 TDI,2010,157 000 km,Diesel,105 CP,1 598 cm3,,,Manuala,"5,60 l/100km",Compacta,5.0,Argint,,,,,,Second hand,,,,,,,,Da,Da,,,,,,,,,,,,,,,,,
543,https://www.autovit.ro/anunt/seat-leon-1-6-tdi-start-stop-dsg-ID7H3U7p.html,7049242979,13 450 EUR,Firma,Autoturisme,Seat,Leon,1.6 TDI Start&Stop DSG,2018,167 010 km,Diesel,115 CP,1 598 cm3,Euro 6,,Automata,"4,30 l/100km",Compacta,5.0,Gri,,Franta,20/09/2018,,Da,Second hand,Da,,,Fata,Da,,Metalizata,Da,Da,12 luni,,Da,,,,,,,,,,,,,,
544,https://www.autovit.ro/anunt/fiat-tipo-ID7H4Gas.html,7049427680,14 789 EUR,Firma,Autoturisme,Fiat,Tipo,,2017,37 180 km,Benzina,95 CP,,,,Manuala,,Compacta,5.0,Alb,,Romania,,Da,Da,Second hand,,,,Fata,,132 g/km,Metalizata,Da,Da,,Da,,,,,,,,,,,,,,,
545,https://www.autovit.ro/anunt/bmw-x4-ID7H6cLg.html,7049791298,44 900 EUR,Firma,Autoturisme,BMW,X4,,2018,31 500 km,Diesel,190 CP,1 995 cm3,Euro 6,,Automata,,SUV,,Alte culori,,,11/01/2019,Da,Da,Second hand,Da,,,4x4 (automat),,,,,Da,,Da,,,,,,,,,,,,,,,
546,https://www.autovit.ro/anunt/volvo-xc-40-ID7H6a3h.html,7049780883,28 900 EUR,Firma,Autoturisme,Volvo,XC 40,,2018,110 141 km,Diesel,190 CP,1 969 cm3,,,Automata,"5,80 l/100km",SUV,5.0,Negru,,,13/03/2018,,,Second hand,Da,,,4x4 (automat),,,,Da,Da,,,,,,,,,,,,,,,,,
547,https://www.autovit.ro/anunt/smart-fortwo-cabrio-eq-ID7H52VE.html,7049515236,26 990 EUR,Firma,Autoturisme,Smart,Fortwo,cabrio EQ,2021,5 400 km,Electric,82 CP,,Euro 6,,Automata,,Masina mica,2.0,Rosu,,Germania,07/05/2021,Da,,Second hand,,,,Spate,,,Metalizata,,,,Da,,,,,,,,,,,,,,,
548,https://www.autovit.ro/anunt/mercedes-benz-a-ID7H5Pk3.html,7049701199,30 999 EUR,Firma,Autoturisme,Mercedes-Benz,A,,2020,46 000 km,Benzina,163 CP,1 332 cm3,Euro 6,5 l/100km,Automata,,Compacta,,Rosu,,,04/01/2021,Da,,Second hand,Da,,,Fata,,136 g/km,,Da,,,,,,,,,,,,,,,,,,
549,https://www.autovit.ro/anunt/bmw-seria-4-420d-gran-coupe-sport-aut-ID7H72q8.html,7049989876,16 390 EUR,Proprietar,Autoturisme,BMW,Seria 4,420d Gran Coupe Sport-Aut.,2015,229 748 km,Diesel,190 CP,1 995 cm3,,,Automata,"5,10 l/100km",Sedan,5.0,Negru,,,,,,Second hand,,5.0,F32/F33/F36 [2013 - 2021],,Da,,,,,,,,,,,,,,,,,,,,,
550,https://www.autovit.ro/anunt/bmw-x1-xdrive20d-aut-ID7H72MH.html,7049991275,12 800 EUR,Proprietar,Autoturisme,BMW,X1,xDrive20d Aut.,2014,178 000 km,Diesel,184 CP,1 995 cm3,,,Automata,"6,10 l/100km",SUV,5.0,Negru,,Belgia,24/02/2014,,,Second hand,Da,4.0,E84 [ 2009 - 2015],4x4 (automat),Da,,,,,,Da,,,,,,,,,,,,,,,
551,https://www.autovit.ro/anunt/volkswagen-tiguan-2-0-tdi-dsg-4mot-ID7GXIIC.html,7047769190,27 900 EUR,Firma,Autoturisme,Volkswagen,Tiguan,2.0 TDI DSG 4Mot,2017,117 000 km,Diesel,190 CP,1 968 cm3,Euro 6,,Automata,"6,50 l/100km",SUV,5.0,Negru,,,15/11/2017,Da,Da,Second hand,Da,,,4x4 (automat),Da,147 g/km,Metalizata,Da,Da,6 luni,,Da,,,,,,,,,,,,,,
552,https://www.autovit.ro/anunt/chevrolet-captiva-ID7H3SXf.html,7049238505,5 750 EUR,Firma,Autoturisme,Chevrolet,Captiva,,2008,270 000 km,Diesel,150 CP,1 991 cm3,,,Automata,,SUV,5.0,Negru,,,,,,Second hand,,,,,,,,Da,Da,,,,,,,,,,,,,,,,,
